created_at,match_date,home,away,league,tipo,pronostico,source,quota,probabilita_stimata,confidence,stake,profit_loss,actual_outcome,actual_result,severity,pattern_tags,root_cause,ai_analysis,suggested_adjustment,vi_form,vi_motivation,vi_home_advantage,vi_market_odds,vi_h2h,vi_fatigue,vi_streaks,vi_tactical_dna
2026-03-18 04:03:50.634,2026-03-17,Instituto ACC,Independiente,Primera División,GOL,Under 2.5,A,1.45,64.1,73.0,1,-1,"Over 2.5, GG, totale gol: 3",2:1,high,modello_overconfident|quota_troppo_alta|striscia_interrotta,Monte Carlo dava under_25_pct 59% ma risultato 3 gol totali; strisce ospite 0 sconfitte in 3 gare nascondeva reazione,"Il modello ha sovrastimato il segnale 'media_gol' (81.2) e 'att_vs_def' (85) verso under, ignorando che l'Independiente in 3 gare senza sconfitte ha sempre chiuso con almeno 2 gol. La quota 1.45 per under 2.5 era troppo alta rispetto al 59% di Monte Carlo, segnalando un'anomalia non intercettata dal modello.",Aumentare il peso del segnale 'strisce' quando la squadra ospite ha imbattibilità recente e quote under 2.5 > 1.50 — il mercato prezza un possibile over.,0.0,0.4,0.0,0.3,0.0,0.0,0.3,0.0
2026-03-18 04:03:55.572,2026-03-17,Watford,Wrexham,Championship,DOPPIA_CHANCE,X2,C_screm,1.59,44.0,44.0,1,-1,1X o 12,3:1,low,quota_troppo_alta|striscia_interrotta|modello_underconfident,Monte Carlo dava 25% X ma mercato prezzava 62.9% — modello ha ignorato la forbice delle quote,"Il modello ha emesso X2 con 44% confidence basandosi su strisce neutre (bvs 44, dna 50) e segnale 'att_vs_def' under 85, ma Monte Carlo assegnava solo 25% al pareggio. La quota 1.59 per X2 era troppo alta rispetto al 62.9% di mercato, segnalando un'anomalia che il modello non ha filtrato. La simulazione prevedeva 0-0, ma il risultato 3-1 ha smentito la previsione di bassa offensività.",Aggiungere filtro 'quota_mercato' per scartare pronostici con edge < -15% quando la probabilità Monte Carlo è < 30%.,0.0,0.0,0.0,0.7,0.0,0.0,0.3,0.0
2026-03-18 04:04:00.741,2026-03-17,Palermo,Juve Stabia,Serie B,SEGNO,1,C,1.53,54.0,54.0,1,-1,X,2:2,medium,motivazione_nascosta|quota_troppo_alta|striscia_interrotta,Juve Stabia 6 partite senza vittorie e Palermo 0 vittorie in 1 partita nascondeva reazione ospite con 3 gol subiti in 4 under25,"Il modello ha pesato eccessivamente il fattore campo (62.0) e il BVS (76.8) nonostante la Juve Stabia avesse 6 partite senza vittorie e Palermo solo 1 vittoria in 1 partita. La Monte Carlo assegnava solo 22% all'2, ma il modello ha ignorato la striscia negativa dell'ospite e la quota 5.75 per il 2 segnalava un'anomalia. L'XG a 65.0 per l'Over era corretto, ma il segno 1 è stato sbagliato per sottovalutazione della reazione ospite.",Aumentare il peso di 'strisce' quando la squadra ospite ha 6+ partite senza vittorie e la quota per il 2 supera 4.50 — il mercato prezza un possibile pareggio o vittoria ospite.,0.0,0.4,0.0,0.3,0.0,0.0,0.3,0.0
2026-03-18 04:04:05.566,2026-03-17,Mantova,Cesena,Serie B,DOPPIA_CHANCE,X2,C_combo96,1.5,,49.0,1,-1,1X o 12,3:0,high,quota_troppo_alta|modello_underconfident|striscia_interrotta,"Monte Carlo assegnava solo 24% casa vs 49% ospite, ma il modello ha ignorato il segnale forte di over 2.5 (40%) e quote 1.25.","Il modello ha dato 49% confidence a X2 basandosi su dna (50), h2h (48.65) e strisce (48.7), ma la Monte Carlo segnalava 49% away_win e 40% over_25. La quota 1.5 per X2 era troppo alta rispetto al mercato (1.25 under_15) e ai segnali gol (media_gol 70.7, att_vs_def 62.5).",Aumentare il peso di 'media_gol' e 'over_25' quando la quota under_15 è < 1.5 — il mercato prezza già un esito con più di 2.5 gol.,0.0,0.0,0.0,0.5,0.3,0.0,0.1,0.1
2026-03-18 04:04:10.780,2026-03-17,Reggiana,Monza,Serie B,SEGNO,2,C,1.62,70.0,70.0,2,-2,X,0:0,high,quota_troppo_alta|modello_overconfident|striscia_interrotta,Monte Carlo assegnava solo 10% vittoria Monza ma pronostico 70% su quota 1.62 ignorava il 70% away_win_pct,"Il modello ha sovrastimato il Monza (70% confidence) basandosi su quote 1.62 e bvs 71.8, ma Monte Carlo segnalava solo 10% home_win_pct. Le strisce della Reggiana (3 sconfitte consecutive) erano un segnale fuorviante, mentre il Monza in trasferta aveva 3 over25 nelle ultime 3 partite. Il mercato (59.3% prob) era più vicino alla realtà di quanto il modello non abbia pesato.",Ridurre il peso di 'bvs' e 'quote' quando Monte Carlo home_win_pct < 15% — il segnale è troppo debole per un pronostico SEGNO.,0.45,0.0,0.0,0.35,0.0,0.0,0.1,0.1
2026-03-19 04:06:09.119,2026-03-18,Central Córdoba,Dep. Riestra,Primera División,GOL,Over 1.5,C_screm_o15,1.77,85.0,54.0,5,-5,"Under 2.5, NG, totale gol: 1",1:0,medium,quota_troppo_alta|modello_overconfident|dati_insufficienti,Monte Carlo stimava under_25 al 55% ma il modello ha ignorato quote mercato 1.77 (edge 28.5) e segnale media_gol 100% under,"Il modello ha sovrastimato la probabilità di Over 1.5 (85%) basandosi su affidabilita (35%) e dna (50%), ma i segnali GOL erano tutti under (media_gol 100%, att_vs_def 85%, h2h_gol 100%). La quota 1.77 era troppo alta rispetto al mercato (56.5% prob), ma il modello ha forzato il segnale con edge 28.5 senza validare la coerenza interna.",Bloccare il segnale 'media_gol' quando h2h_gol e att_vs_def sono entrambi under e la quota Over 1.5 supera 1.60 — il mercato prezza correttamente il rischio.,0.0,0.0,0.0,0.5,0.3,0.0,0.2,0.0
2026-03-19 04:06:14.423,2026-03-18,Basaksehir,Antalyaspor,Süper Lig,GOL,Over 2.5,C_screm,1.65,72.0,72.0,1,-1,"Under 2.5, NG, totale gol: 0",0:0,high,quota_troppo_alta|modello_overconfident|attacco_atipico,Monte Carlo over_25_pct 40% vs 72% confidence del pronostico; Basaksehir senza vittorie e senza segnare in 1 partita,"Il modello ha dato 72% Over 2.5 basandosi su bvs (68.5) e lucifero (62.2), ignorando che Basaksehir ha 0 vittorie e 0 gol in 1 partita mentre Antalyaspor ha 2 sconfitte ma 1 gol in 2 trasferte. La quota 1.65 era già alta vs mercato 60.6% Over 2.5, ma il modello ha sovrastimato avg_goals_home 1.8 vs realtà 0.0.","Ridurre il peso di 'bvs' e 'lucifero' quando la squadra favorita ha strisce senza vittorie e senza segnare, cross-referenziando con media_gol della lega (45) e h2h_gol under (63.0).",0.0,0.0,0.4,0.3,0.0,0.0,0.2,0.1
2026-03-19 04:06:19.486,2026-03-18,Southampton,Norwich,Championship,GOL,Goal,C,1.57,68.0,68.0,1,-1,"Under 2.5, NG, totale gol: 1",1:0,high,quota_troppo_alta|striscia_interrotta|attacco_atipico,Monte Carlo dava gg_pct 68% ma Norwich 4 vittorie consecutive e Southampton 1 vittoria in 10 partite nascondeva reazione difensiva.,"Il modello ha sovrastimato 'media_gol' (62.6) e 'h2h_gol' (66.8) ignorando che il Norwich in trasferta aveva clean_sheet in 1/4 partite e il Southampton in 10 partite aveva segnato solo 3 gol. La quota 1.57 per GG era troppo alta rispetto al 61.1% di mercato e al 68% Monte Carlo, ma il risultato 1:0 ha annullato entrambi gli esiti.",Ridurre il peso di 'media_gol' e 'h2h_gol' quando la squadra ospite ha clean_sheet_pct ≥ 25% nelle ultime 4 partite e la squadra in casa ha gol_subiti ≥ 3 in 10 partite.,0.0,0.0,0.0,0.4,0.0,0.0,0.3,0.3
2026-03-20 04:05:50.651,2026-03-19,Kayserispor,Karagümrük,Süper Lig,DOPPIA_CHANCE,X2,C_as_dc_rec,1.77,70.0,66.0,2,-2,1X o 12,1:0,high,quota_troppo_alta|striscia_interrotta|modello_overconfident,Kayserispor 0 vittorie in 3 partite e Karagümrük imbattuto 2 trasferte con 0 gol subiti nascondeva reazione ospite,"Il modello ha dato 70% X2 basandosi su quote (92.8) e media_gol (78.3 over), ignorando che Monte Carlo assegnava solo 31% over_25 e 47% vittoria ospite. La striscia del Karagümrük (2 trasferte senza gol subiti) è stata letta come debolezza difensiva del Kayserispor, ma la quota 1.77 per X2 era già un segnale di mercato distorto.",Ridurre il peso di 'media_gol' e 'quote' quando la squadra favorita ha striscia senza vittorie e l'ospite ha clean sheet nelle ultime 2 trasferte.,0.4,0.0,0.0,0.3,0.0,0.0,0.2,0.1
2026-04-19 06:21:49.691,2026-04-18,Magdeburgo,Düsseldorf,2. Bundesliga,GOL,Goal,A+S_o25_s6_conv,1.45,70.0,73.3,1,-1,"Under 2.5, NG, totale gol: 2",2:0,high,modello_overconfident|striscia_interrotta|quota_troppo_bassa,Monte Carlo prevedeva 79% Under 2.5 ma modello ignorò 4 sconfitte consecutive Düsseldorf e 11 gol subiti Magdeburgo in 3 partite,"Il modello ha sbagliato a dare 73.3% al Goal basandosi su **h2h_gol (80.1%)** e **media_gol (72.9%)**, ignorando che la simulazione Monte Carlo indicava **79% Under 2.5** e che il Düsseldorf aveva **4 sconfitte consecutive** con 11 gol subiti in 3 partite dal Magdeburgo. La quota **1.45** era troppo bassa per un GG con segnali contraddittori (att_vs_def 73.5% under).","Aumentare il peso di **media_gol** e **att_vs_def** quando la simulazione Monte Carlo supera il 75% in direzione opposta, e ridurre l’impatto di **h2h_gol** se le strisce recenti mostrano difese collassate (gol_subiti > 10 in 3 partite).",0.0,0.05,0.0,0.45,0.15,0.0,0.35,0.0
2026-04-19 06:21:56.568,2026-04-18,Mantova,Avellino,Serie B,DOPPIA_CHANCE,1X,A+S,1.35,54.9,70.8,10,-10,X2 o 12,0:2,high,modello_overconfident|quota_troppo_bassa|fattore_campo_ignorato|motivazione_nascosta,Modello 70.8% su 1X con edge -25.89% mentre mercato 71.1% su 1X e quota 2.88 per 2 segnalava rischio upset,"Il modello ha ignorato il segnale del mercato (quota 2.88 per l’Avellino vs 1.35 per 1X) e sovrastimato il fattore campo (Mantova 2 vittorie consecutive ma 0 gol subiti in casa, Avellino con 3 partite senza vittorie ma 5 gol subiti in trasferta). La Monte Carlo dava solo 29% all’Avellino, ma il mercato (prob 35.3% per il 2) e la striscia difensiva del Mantova (2 clean sheet ma 0 over 2.5) indicavano un rischio sottovalutato. L’edge negativo (-25.89%) era un allarme chiaro.",Aumentare il peso di **affidabilita** e **quote** quando edge < -20% e la Monte Carlo diverge dal mercato di oltre 15 punti percentuali (qui: 29% vs 35.3%).,0.0,0.15,0.35,0.4,0.0,0.0,0.1,0.0
2026-04-19 06:22:03.048,2026-04-18,Preston NE,West Brom,Championship,SEGNO,1,C,3.1,48.0,48.0,3,-3,2,0:2,high,motivazione_nascosta|quota_troppo_bassa|striscia_interrotta|modello_overconfident,"West Brom 7 partite senza sconfitte e 2 clean sheet consecutive, ma quota 2.2 sottovalutata vs edge 48.8%","Il modello ha assegnato **48% al Preston** (confidence 48%) basandosi su **h2h (78.7)** e **lucifero (71.3)**, ignorando che il West Brom aveva **7 partite senza sconfitte** e **2 clean sheet** nelle ultime 3 trasferte. La quota **2.2 per il 2** (probabilità mercato 31%) era **troppo bassa** rispetto all’edge del 48.8%: il mercato segnalava un **upset probabile**, ma il modello ha sovrastimato il fattore campo e le strisce offensive del Preston (4 gol in 4 partite).","Aumentare il peso di **motivazioni** (da 26.875 a ≥40) quando la squadra ospite ha **imbattibilità ≥6 partite** e **clean sheet ≥2**, e ridurre l’influenza di **h2h** (78.7) se le strisce recenti sono in contrasto con la storia.",0.0,0.55,0.0,0.35,0.0,0.0,0.1,0.0
2026-04-19 06:22:09.342,2026-04-18,Saarbrücken,Monaco 1860,3. Liga,SEGNO,1,C,2.05,43.0,43.0,1,-1,X,0:0,medium,striscia_interrotta|modello_overconfident|difesa_atipica|quota_troppo_bassa,"Saarbrücken 3 under 2.5 consecutivi e 2 partite senza gol, ma modello ignorò 65% under 2.5 Monte Carlo e 2.20 quota under 2.5","Il modello ha forzato il segno '1' con confidence 43% basandosi su **bvs=100** e **strisce=49.7** (vittorie casa), ma le strisce reali mostravano **3 under 2.5 consecutivi** e **2 partite senza gol** per il Saarbrücken. La quota **under 2.5 a 2.20** (65% Monte Carlo) e il **draw_pct=31%** segnalavano un esito difensivo, ignorato dal modello. L’**edge=-11.85%** confermava l’inesattezza della previsione.","Aumentare il peso di **att_vs_def=85** (under) e **media_gol=67.5** (over) quando **strisce** e **Monte Carlo** divergono dal segno, e penalizzare **bvs** se edge < -10%.",0.0,0.0,0.15,0.35,0.0,0.0,0.45,0.05
2026-04-19 06:22:16.388,2026-04-18,Torreense,Marítimo,Liga Portugal 2,SEGNO,2,C,2.5,71.0,71.0,7,-7,1,1:0,high,modello_overconfident|quota_troppo_bassa|striscia_interrotta|difesa_atipica,"Modello 71% su '2' con Monte Carlo 71% away_win, ma mercato 38.4% e Torreense 2 under2.5 consecutivi","Il modello ha sovrastimato il Marítimo (confidence 71%, Monte Carlo 71% away_win) ignorando che il mercato assegnava solo 38.4% al '2' (quota 2.5 vs 2.6 attesa). La striscia di 5 imbattute del Marítimo (3 clean sheet) è crollata contro una squadra casa con 2 under2.5 consecutivi e xG neutro (50). L’1-0 ha esposto un difetto: il modello ha pesato eccessivamente 'lucifero' (92.7) e 'bvs' (73.6) senza correggere per la discrepanza mercato-realtà.","Aggiungere un **filtro di validazione cross-check** tra 'lucifero' (>90) e 'prob_mercato' (<40%): se la differenza supera il 30%, ridurre il peso di 'lucifero' del 40% e aumentare 'motivazioni' e 'campo'.",0.0,0.05,0.0,0.65,0.0,0.0,0.25,0.05
2026-04-19 06:22:24.800,2026-04-18,Torreense,Marítimo,Liga Portugal 2,GOL,Goal,A+S_dc_s6_conv,1.7,65.0,63.7,1,-1,"Under 2.5, NG, totale gol: 1",1:0,high,striscia_interrotta|modello_overconfident|quota_troppo_bassa|difesa_atipica,Monte Carlo prevedeva 79% Over 2.5 ma Marítimo con 3 clean sheet consecutive e 5 partite senza subire gol,"Il modello ha ignorato le strisce difensive del Marítimo (3 clean sheet, 5 partite senza sconfitte) e sovrastimato l’Over 2.5 (79% Monte Carlo vs 21% Under). La quota NG a 2.00 (vs 1.70 GG) segnalava un rischio difensivo non catturato: l’attacco_vs_def (56.6) era l’unico segnale over, ma contraddetto da xG neutro (50) e strisce ospiti (under25=3).","Aumentare il peso di **strisce** (soprattutto clean_sheet ≥ 3) e ridurre l’influenza di **att_vs_def** quando **xg** e **media_gol** sono neutrali, con penalizzazione se **under25** ospite ≥ 70% nelle ultime 3 partite.",0.0,0.0,0.05,0.45,0.0,0.0,0.45,0.05
2026-04-19 06:22:30.837,2026-04-18,SC Verl,Vikt. Colonia,3. Liga,GOL,Goal,C,1.57,69.0,69.0,7,-7,"Under 2.5, NG, totale gol: 2",2:0,high,modello_overconfident|striscia_interrotta|difesa_atipica|quota_troppo_bassa,"Monte Carlo GG 69% e strisce ospite 5 GG consecutivi, ma quota NG 2.20 segnalava rischio difensivo sottovalutato.","Il modello ha assegnato 69% a GG basandosi su 5 partite consecutive con gol dell’ospite (strisce=51.0) e media gol 84.2, ignorando che la quota NG 2.20 (vs 1.57 GG) indicava un’anomalia difensiva. La simulazione prevedeva 2.13 gol casa, ma la realtà (2-0) ha esposto una difesa ospite atipica: 7 gol subiti in 3 partite, ma clean sheet proprio contro una squadra con 0 vittorie in 3 turni.",Aumentare il peso di **media_gol** solo se **att_vs_def** > 60 e ridurre l’influenza di **strisce** quando la squadra ha **gol_subiti** > 1.5/partita negli ultimi 3 match.,0.0,0.0,0.0,0.45,0.0,0.0,0.35,0.2
2026-04-19 06:22:37.469,2026-04-18,Gil Vicente,Vit. Guimarães,Liga Portugal,SEGNO,1,C,2.0,57.0,57.0,10,-10,2,0:1,high,modello_overconfident|quota_troppo_bassa|striscia_interrotta|difesa_atipica,Monte Carlo 57% casa vs quota 3.6 per il 2: mercato segnalava 26% in più per la vittoria ospite,"Il modello ha ignorato il segnale del mercato (quota 3.6 per il 2 = 27.8% implicito vs 10% Monte Carlo), sovrastimando il peso di **bvs (100)** e **lucifero (70.6)**. La striscia di 2 partite senza vittorie per entrambe (50% in **strisce**) e l’**avg_goals_away** a 0.63 hanno mascherato la capacità offensiva reale del Guimarães (gol decisivo al 90’).","Aumentare il peso di **affidabilita** (78.7) solo se il gap tra quote di mercato e Monte Carlo è ≤ 10%, altrimenti ridurre **bvs** del 30% quando la quota per l’underdog è < 4.0.",0.0,0.0,0.15,0.45,0.0,0.0,0.25,0.15
2026-04-19 06:22:50.155,2026-04-18,Leyton Orient,Rotherham,League One,SEGNO,1,C,1.62,54.0,54.0,2,-2,2,0:2,high,motivazione_nascosta|quota_troppo_bassa|striscia_interrotta|modello_overconfident,Rotherham 9 partite senza vittorie ma lotta retrocessione (18ª vs 20ª) e quota 4.75 sottovalutata vs edge -12.52,"Il modello ha ignorato la **lotta retrocessione diretta** (Rotherham 20°, Orient 18° a +3 punti) nonostante 9 partite senza vittorie dell’ospite. La quota 4.75 per il 2 (vs prob modello 16%) e l’edge **-12.52%** segnalavano un **upset probabile**, ma il peso di 'motivazioni' (26.8) è stato schiacciato da BVS (90.9) e H2H (81.3) irrilevanti. La striscia di 5 partite senza vittorie del Leyton (pesata solo 49.5) era un falso segnale: il fattore **sopravvivenza** ha annullato ogni statistica.","Aumentare il peso di **motivazioni** a **50+** quando la differenza in classifica è ≤ 5 punti e almeno una squadra è in zona retrocessione, e **bloccare il pronostico** se edge < -10% e quota dell’outsider > 4.00.",0.0,0.65,0.0,0.25,0.0,0.0,0.1,0.0
2026-04-19 06:22:57.012,2026-04-18,Wycombe Wand.,Blackpool,League One,SEGNO,1,C,1.82,43.0,43.0,1,-1,2,0:1,medium,motivazione_nascosta|quota_troppo_bassa|striscia_interrotta|modello_overconfident,"Wycombe 3 partite senza vittorie e Blackpool 1 vittoria in 5, ma quota 3.85 per il 2 segnalava sottovalutazione","Il modello ha emesso pronostico **1** con confidence 43% (edge -21.74%) basandosi su **h2h (80.7)** e **strisce casa (51.3)**, ignorando che il mercato assegnava al **2** una quota **3.85** (26.0% implicito) contro il **35.0%** della simulazione Monte Carlo. La sconfitta del Wycombe (0-1) era prezzata come più probabile dal mercato, mentre il modello ha sovrastimato la tenuta difensiva (0 clean sheet in 5 partite) e sottovalutato la **motivazione Blackpool** (lotta play-off, 1 vittoria nelle ultime 5 ma con xG in crescita).","Aumentare il peso di **motivazioni** (da 26.875 a ≥40) quando la differenza tra quota mercato e probabilità Monte Carlo per l’outsider supera il **15%**, e ridurre l’influenza di **h2h** (80.7) se le strisce recenti delle squadre mostrano tendenze opposte (es. 3 senza vittorie vs 1 vittoria con gol decisivi).",0.0,0.45,0.0,0.35,0.0,0.0,0.2,0.0
